分类         ,Material Number    ,CFN                ,Group    ,Ver. ,Plant ,Operation/activity ,Operation description ,OEE  ,调试时间   ,备注
器械         ,00643169524491     ,2156420            ,50194249 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169524491     ,2156420            ,50194249 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169524613     ,2150340            ,50192430 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00643169528093     ,3600014            ,50196538 ,PV01 , 1303 ,                50 ,数控铣                   ,0.3  ,   1.0 ,
器械         ,00643169528109     ,3600250            ,50196580 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00643169528796     ,3606193            ,50197014 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00643169528802     ,3606194            ,50197022 ,PV01 , 1303 ,                20 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00643169528826     ,3605772            ,50196642 ,PV01 , 1303 ,                10 ,纵切车                   ,0.65 ,  24.0 ,
器械         ,00643169529038     ,3606290            ,50197081 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   7.0 ,
器械         ,00643169529045     ,3606291            ,50197097 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   7.0 ,
器械         ,00643169565753     ,3605787            ,50196765 ,PV01 , 1303 ,                20 ,数控铣                   ,0.8  ,   6.0 ,
器械         ,00643169636743     ,79614210           ,50209910 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636743     ,79614210           ,50209910 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636750     ,79614212           ,50209912 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636750     ,79614212           ,50209912 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636767     ,79614214           ,50209913 ,PV02 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636767     ,79614214           ,50209913 ,PV02 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636767     ,79614214           ,50209914 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636767     ,79614214           ,50209914 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636774     ,79614216           ,50209916 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636774     ,79614216           ,50209916 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636781     ,79614218           ,50209918 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636781     ,79614218           ,50209918 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636798     ,79614220           ,50209920 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636798     ,79614220           ,50209920 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636804     ,79614810           ,50209922 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636804     ,79614810           ,50209922 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636811     ,79614812           ,50209924 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636811     ,79614812           ,50209924 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636828     ,79614814           ,50209926 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636828     ,79614814           ,50209926 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636835     ,79614816           ,50209928 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636835     ,79614816           ,50209928 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636842     ,79614818           ,50209930 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636842     ,79614818           ,50209930 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636859     ,79614820           ,50209932 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636859     ,79614820           ,50209932 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636866     ,79615210           ,50209934 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636866     ,79615210           ,50209934 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636873     ,79615212           ,50209936 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636873     ,79615212           ,50209936 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636880     ,79615214           ,50209938 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636880     ,79615214           ,50209938 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636897     ,79615216           ,50209940 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636897     ,79615216           ,50209940 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636903     ,79615218           ,50209942 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636903     ,79615218           ,50209942 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636910     ,79615220           ,50209944 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636910     ,79615220           ,50209944 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636927     ,79615810           ,50209946 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636927     ,79615810           ,50209946 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636934     ,79615812           ,50209948 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636934     ,79615812           ,50209948 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636941     ,79615814           ,50209950 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636941     ,79615814           ,50209950 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636958     ,79615816           ,50209952 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636958     ,79615816           ,50209952 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636965     ,79615818           ,50209954 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636965     ,79615818           ,50209954 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636972     ,79615820           ,50209956 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636972     ,79615820           ,50209956 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636989     ,79616210           ,50209958 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636989     ,79616210           ,50209958 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636996     ,79616212           ,50209960 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169636996     ,79616212           ,50209960 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169637009     ,79616214           ,50209962 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169637009     ,79616214           ,50209962 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169637016     ,79616216           ,50209964 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169637016     ,79616216           ,50209964 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169637023     ,79616218           ,50209966 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169637023     ,79616218           ,50209966 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169637030     ,79616220           ,50209968 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169637030     ,79616220           ,50209968 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169637047     ,79616810           ,50209970 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169637047     ,79616810           ,50209970 ,PV01 , 1303 ,                30 ,数控铣                   ,0.0  ,       ,近2年未加工过
器械         ,00643169637054     ,79616812           ,50209972 ,PV01 , 1303 ,                20 ,数控铣                   ,0.0  ,       ,近2年未加工过
